id,name,area,sub,skill_type,t_category,confidence,rationale,area_proxy_t,review_flag
ESG-ESG-010,Sustainable Procurement Support,Environmental & Sustain,Sustainability Programs,Behavioral,process,medium,"improvement/methodology signal (area=Environmental & Sustain, kw=True)",process,
ESG-ESG-011,Employee Sustainability Engagement,Environmental & Sustain,Sustainability Programs,Behavioral,process,medium,"improvement/methodology signal (area=Environmental & Sustain, kw=True)",process,
ESG-PER-012,Environmental Permit Management,Environmental & Sustain,Environmental Permits,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Environmental & Sustain)",process,REVIEW
ESG-PER-013,Environmental Inspection Readiness,Environmental & Sustain,Environmental Permits,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Environmental & Sustain)",process,REVIEW
ESG-PER-014,Spill Prevention & Response Planning,Environmental & Sustain,Environmental Permits,Safety,process,high,safety methodology -> Process,process,
ESG-RPT-015,Environmental Data Collection & Reporting,Environmental & Sustain,Environmental Data,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Environmental & Sustain)",process,REVIEW
ESG-RPT-016,Environmental Mgmt System Support,Environmental & Sustain,Environmental Data,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Environmental & Sustain)",process,REVIEW
ESG-RPT-017,Life Cycle Assessment Awareness,Environmental & Sustain,Environmental Data,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Environmental & Sustain)",process,REVIEW
ESG-RPT-018,Remediation & Corrective Action Support,Environmental & Sustain,Environmental Data,Behavioral,process,medium,"improvement/methodology signal (area=Environmental & Sustain, kw=True)",process,
ESG-WM-001,Waste Stream Management,Environmental & Sustain,Waste Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Environmental & Sustain)",process,REVIEW
ESG-WM-002,Waste Reduction & Diversion,Environmental & Sustain,Waste Management,Operational,process,medium,"improvement/methodology signal (area=Environmental & Sustain, kw=True)",process,
ESG-WM-003,Hazardous Waste Compliance,Environmental & Sustain,Waste Management,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Environmental & Sustain)",process,REVIEW
FAC-EQP-001,Equipment Troubleshooting (Facilities),Facilities,Equipment Maintenance & Repair,Technical,technical,high,"equipment/hardware hands-on signal (area=Facilities, kw=True)",role_specific,REVIEW
FAC-EQP-002,Minor Repairs,Facilities,Equipment Maintenance & Repair,Technical,technical,high,"equipment/hardware hands-on signal (area=Facilities, kw=True)",role_specific,REVIEW
FAC-EQP-003,Repair Documentation (Facilities),Facilities,Equipment Maintenance & Repair,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Facilities)",role_specific,
FAC-OPS-001,Facility Walkthroughs,Facilities,Facility Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Facilities)",role_specific,
FAC-OPS-002,Building Systems Monitoring,Facilities,Facility Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Facilities, kw=True)",role_specific,REVIEW
FAC-OPS-003,Space & Layout Support,Facilities,Facility Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Facilities)",role_specific,
FAC-PM-001,Preventive Maintenance Scheduling,Facilities,Preventive Maintenance,Operational,process,medium,"improvement/methodology signal (area=Facilities, kw=True)",role_specific,REVIEW
FAC-PM-002,Equipment Lubrication & Care,Facilities,Preventive Maintenance,Technical,technical,high,"equipment/hardware hands-on signal (area=Facilities, kw=True)",role_specific,REVIEW
FAC-PM-003,Inspection & Testing,Facilities,Preventive Maintenance,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Facilities)",role_specific,
FAC-SAFE-001,Facility Safety Checks,Facilities,Safety & Environmental Alignment,Operational,process,medium,safety methodology -> Process,role_specific,REVIEW
FAC-SAFE-002,Emergency Equipment Maintenance,Facilities,Safety & Environmental Alignment,Technical,technical,high,"equipment/hardware hands-on signal (area=Facilities, kw=True)",role_specific,REVIEW
FAC-SAFE-003,Environmental Compliance (Facilities),Facilities,Safety & Environmental Alignment,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Facilities)",role_specific,
FAC-VEND-001,Vendor Scheduling,Facilities,Vendor & Contractor Coordination,Behavioral,process,medium,"improvement/methodology signal (area=Facilities, kw=True)",role_specific,REVIEW
FAC-VEND-002,Service Verification,Facilities,Vendor & Contractor Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Facilities)",role_specific,
FAC-VEND-003,Contracted Service Documentation,Facilities,Vendor & Contractor Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Facilities)",role_specific,
FAC-WO-001,Work Order Prioritization,Facilities,Work Order Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Facilities)",role_specific,
FAC-WO-002,Work Order Execution,Facilities,Work Order Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Facilities)",role_specific,
FAC-WO-003,CMMS Usage,Facilities,Work Order Management,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Facilities)",role_specific,
FIN-AP-001,Invoice Processing,Finance & Accounting,Accounts Payable,Operational,digital,medium,"digital tech build/operate signal (area=Finance & Accounting, kw=True)",role_specific,REVIEW
FIN-AP-002,Payment Execution,Finance & Accounting,Accounts Payable,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-AP-003,Vendor Reconciliation,Finance & Accounting,Accounts Payable,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Finance & Accounting)",role_specific,REVIEW
FIN-AR-001,Customer Billing,Finance & Accounting,Accounts Receivable,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-AR-002,Collections Management,Finance & Accounting,Accounts Receivable,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Finance & Accounting)",role_specific,REVIEW
FIN-AR-003,Cash Application,Finance & Accounting,Accounts Receivable,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-BUD-001,Budget Preparation Support,Finance & Accounting,Budgeting & Forecasting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-BUD-002,Forecasting Support,Finance & Accounting,Budgeting & Forecasting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-BUD-003,Financial Modeling,Finance & Accounting,Budgeting & Forecasting,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Finance & Accounting)",role_specific,
FIN-CTRL-001,Control Execution,Finance & Accounting,Internal Controls & Compliance,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-CTRL-002,Compliance Documentation,Finance & Accounting,Internal Controls & Compliance,Operational,process,medium,"improvement/methodology signal (area=Finance & Accounting, kw=True)",role_specific,REVIEW
FIN-CTRL-003,Financial Risk Identification,Finance & Accounting,Internal Controls & Compliance,Behavioral,process,medium,"improvement/methodology signal (area=Finance & Accounting, kw=True)",role_specific,REVIEW
FIN-GA-001,Journal Entry Preparation,Finance & Accounting,General Accounting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-GA-002,Account Reconciliation,Finance & Accounting,General Accounting,Operational,role_specific,high,explicit rubric anchor/edge-case decision,role_specific,
FIN-GA-003,Month‑End Close Support,Finance & Accounting,General Accounting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-PAY-001,Payroll Processing,Finance & Accounting,Payroll,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-PAY-002,Time & Attendance Validation,Finance & Accounting,Payroll,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-PAY-003,Payroll Reporting,Finance & Accounting,Payroll,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-RPT-001,Financial Statement Preparation,Finance & Accounting,Financial Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Finance & Accounting)",role_specific,
FIN-RPT-002,Variance Analysis,Finance & Accounting,Financial Reporting,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Finance & Accounting)",role_specific,REVIEW
FIN-RPT-003,Financial Audit Support,Finance & Accounting,Financial Reporting,Operational,process,medium,"improvement/methodology signal (area=Finance & Accounting, kw=True)",role_specific,REVIEW
HR-BEN-001,Benefits Administration,HR,Benefits & Compensation,Operational,role_specific,high,explicit rubric anchor/edge-case decision,role_specific,
HR-BEN-002,Leave Management,HR,Benefits & Compensation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-BEN-003,Compensation Support,HR,Benefits & Compensation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-COMP-001,Regulatory Compliance Monitoring,HR,HR Compliance,Operational,process,medium,"improvement/methodology signal (area=HR, kw=True)",role_specific,REVIEW
HR-COMP-002,Recordkeeping & Documentation,HR,HR Compliance,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-COMP-003,Policy Administration,HR,HR Compliance,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=HR)",role_specific,REVIEW
HR-DATA-001,HRIS Data Entry & Maintenance,HR,HR Data & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-DATA-002,HR Reporting,HR,HR Data & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-DATA-003,Data Privacy & Confidentiality,HR,HR Data & Reporting,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=HR)",role_specific,REVIEW
HR-ER-001,Policy Interpretation,HR,Employee Relations,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=HR)",role_specific,REVIEW
HR-ER-002,Conflict Resolution Support,HR,Employee Relations,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=HR)",role_specific,REVIEW
HR-ER-003,Investigation Support,HR,Employee Relations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-ONB-001,New Hire Onboarding Coordination,HR,Onboarding & Offboarding,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=HR)",role_specific,REVIEW
HR-ONB-002,Employment Eligibility Verification,HR,Onboarding & Offboarding,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-ONB-003,Offboarding Process Execution,HR,Onboarding & Offboarding,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-TA-001,Job Posting & Requisition Management,HR,Talent Acquisition,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-TA-002,Candidate Screening,HR,Talent Acquisition,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=HR)",role_specific,REVIEW
HR-TA-003,Interview Coordination,HR,Talent Acquisition,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-TA-004,Offer & Hiring Process Support,HR,Talent Acquisition,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-WFP-001,Workforce Data Analysis,HR,Workforce Planning & Support,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=HR)",role_specific,
HR-WFP-002,Staffing Coordination,HR,Workforce Planning & Support,Behavioral,process,medium,"improvement/methodology signal (area=HR, kw=True)",role_specific,REVIEW
HR-WFP-003,Succession & Talent Pipeline Support,HR,Workforce Planning & Support,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=HR)",role_specific,REVIEW
IEM-DOC-001,Production Documentation,Mfg Operations,Documentation & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Mfg Operations)",role_specific,
IEM-DOC-002,Traceability Documentation,Mfg Operations,Documentation & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Mfg Operations)",role_specific,
IEM-DOC-003,Change Request Documentation,Mfg Operations,Documentation & Reporting,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Mfg Operations)",role_specific,
IEM-EQM-001,Basic Equipment Troubleshooting,Mfg Operations,Equipment & Maintenance,Technical,technical,high,"equipment/hardware hands-on signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-EQM-002,Preventive Maintenance Support,Mfg Operations,Equipment & Maintenance,Technical,technical,high,"equipment/hardware hands-on signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-EQM-003,Equipment Care and Cleaning,Mfg Operations,Equipment & Maintenance,Operational,process,medium,"improvement/methodology signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-LEAN-001,Lean Manufacturing Awareness,Mfg Operations,Lean & Efficiency,Operational,process,medium,"improvement/methodology signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-LEAN-002,5S Practices,Mfg Operations,Lean & Efficiency,Operational,process,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
IEM-LEAN-003,Waste Reduction Practices,Mfg Operations,Lean & Efficiency,Operational,process,medium,"improvement/methodology signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-MFI-001,Material Staging,Mfg Operations,Material Flow & Inventory,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Mfg Operations)",role_specific,
IEM-MFI-002,Inventory Accuracy Support,Mfg Operations,Material Flow & Inventory,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Mfg Operations)",role_specific,
IEM-MFI-003,Stock Rotation,Mfg Operations,Material Flow & Inventory,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Mfg Operations)",role_specific,
IEM-PROD-001,Production Workflow Execution,Mfg Operations,Production Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Mfg Operations)",role_specific,
IEM-PROD-002,Assembly Procedures,Mfg Operations,Production Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-PROD-003,Machine Operation,Mfg Operations,Production Operations,Technical,technical,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
IEM-PROD-004,Equipment Setup,Mfg Operations,Production Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-PROD-005,Equipment Shutdown,Mfg Operations,Production Operations,Operational,process,medium,"improvement/methodology signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-PROD-006,Material Handling,Mfg Operations,Production Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Mfg Operations)",role_specific,
IEM-PROD-007,Work Order Interpretation,Mfg Operations,Production Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Mfg Operations)",role_specific,
IEM-PROD-008,Blueprint and Drawing Reading,Mfg Operations,Production Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-PROD-009,Tool Use and Care,Mfg Operations,Production Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-PROD-010,Line Balancing Awareness,Mfg Operations,Production Operations,Operational,process,medium,"improvement/methodology signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-QA-001,Quality Check Execution,Mfg Operations,Quality & Inspection,Technical,technical,high,"equipment/hardware hands-on signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-QA-002,Defect Identification (Production),Mfg Operations,Quality & Inspection,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Mfg Operations)",role_specific,
IEM-QA-003,Rework Procedures,Mfg Operations,Quality & Inspection,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Mfg Operations)",role_specific,
IEM-QA-004,Measurement Tools Use,Mfg Operations,Quality & Inspection,Technical,technical,high,"equipment/hardware hands-on signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-SAFE-001,Safety Protocol Adherence,Mfg Operations,Safety & Compliance,Safety,process,high,"improvement/methodology signal (area=Mfg Operations, kw=True)",role_specific,REVIEW
IEM-SAFE-002,Lockout/Tagout Awareness,Mfg Operations,Safety & Compliance,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
IEM-SAFE-003,Chemical Handling Awareness,Mfg Operations,Safety & Compliance,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
IEM-SAFE-004,Ergonomics Awareness,Mfg Operations,Safety & Compliance,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
IT-DATA-001,Data Encryption & Protection,IT & Cybersecurity,Data Protection & Privacy,Technical,digital,high,"digital tech build/operate signal (area=IT & Cybersecurity, kw=True)",digital,
IT-DATA-002,Data Handling & Classification,IT & Cybersecurity,Data Protection & Privacy,Operational,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-DATA-003,Data Recovery Support,IT & Cybersecurity,Data Protection & Privacy,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-GOV-001,Policy Implementation,IT & Cybersecurity,Security Governance & Compliance,Operational,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-GOV-002,IT Audit Support,IT & Cybersecurity,Security Governance & Compliance,Operational,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-GOV-003,Risk Assessment (Cybersecurity),IT & Cybersecurity,Security Governance & Compliance,Technical,digital,high,"digital tech build/operate signal (area=IT & Cybersecurity, kw=True)",digital,
IT-HW-001,Device Setup & Configuration,IT & Cybersecurity,Hardware & Device Management,Technical,digital,high,"digital tech build/operate signal (area=IT & Cybersecurity, kw=True)",digital,
IT-HW-002,Peripheral Troubleshooting,IT & Cybersecurity,Hardware & Device Management,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-HW-003,Asset Management,IT & Cybersecurity,Hardware & Device Management,Operational,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-MON-001,Patch & Update Management,IT & Cybersecurity,Systems Monitoring & Maintenance,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-MON-002,System Health Monitoring,IT & Cybersecurity,Systems Monitoring & Maintenance,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-MON-003,Backup & Recovery Execution,IT & Cybersecurity,Systems Monitoring & Maintenance,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-NET-001,Network Configuration,IT & Cybersecurity,Network Administration,Technical,digital,high,"digital tech build/operate signal (area=IT & Cybersecurity, kw=True)",digital,
IT-NET-002,Network Monitoring,IT & Cybersecurity,Network Administration,Technical,digital,high,"digital tech build/operate signal (area=IT & Cybersecurity, kw=True)",digital,
IT-NET-003,VPN & Remote Access Support,IT & Cybersecurity,Network Administration,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-SEC-001,Access Control Principles,IT & Cybersecurity,Security Fundamentals,Technical,digital,high,explicit rubric anchor/edge-case decision,digital,
IT-SEC-002,Secure Configuration,IT & Cybersecurity,Security Fundamentals,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-SEC-003,Security Awareness Support,IT & Cybersecurity,Security Fundamentals,Behavioral,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-SRV-001,Server Maintenance,IT & Cybersecurity,Server & Cloud Administration,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-SRV-002,Cloud Platform Administration,IT & Cybersecurity,Server & Cloud Administration,Technical,digital,high,explicit rubric anchor/edge-case decision,digital,
IT-SRV-003,Identity & Access Management,IT & Cybersecurity,Server & Cloud Administration,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-TDR-001,Threat Monitoring,IT & Cybersecurity,Threat Detection & Response,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-TDR-002,Incident Response Execution,IT & Cybersecurity,Threat Detection & Response,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
IT-TDR-003,Malware & Phishing Response,IT & Cybersecurity,Threat Detection & Response,Technical,digital,medium,"digital tech build/operate signal (area=IT & Cybersecurity, kw=False)",digital,
LEAD-CHG-001,Change Communication,Leadership,Leading Change,Behavioral,adaptive,high,explicit rubric anchor/edge-case decision,adaptive,
LEAD-CHG-002,Change Adoption Support,Leadership,Leading Change,Behavioral,adaptive,high,explicit rubric anchor/edge-case decision,adaptive,
LEAD-CHG-003,Continuous Improvement Leadership,Leadership,Leading Change,Behavioral,process,medium,"improvement/methodology signal (area=Leadership, kw=True)",adaptive,REVIEW
LEAD-COMM-001,Clear & Concise Communication,Leadership,Communication & Influence,Behavioral,adaptive,high,explicit rubric anchor/edge-case decision,adaptive,
LEAD-COMM-002,Upward Communication,Leadership,Communication & Influence,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-COMM-003,Influence Without Authority,Leadership,Communication & Influence,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-LC-001,Modeling Core Values,Leadership,Leading Culture,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-LC-002,Psychological Safety,Leadership,Leading Culture,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-LC-003,Accountability Leadership,Leadership,Leading Culture,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-LP-001,Coaching & Feedback,Leadership,Leading People,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-LP-002,Performance Conversations,Leadership,Leading People,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-LP-003,Conflict Resolution (Leadership),Leadership,Leading People,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-LP-004,Team Motivation,Leadership,Leading People,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-STRAT-001,Prioritization & Decision Making,Leadership,Strategic Thinking & Decision Making,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-STRAT-002,Risk Awareness & Mitigation,Leadership,Strategic Thinking & Decision Making,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-STRAT-003,Data-Informed Leadership,Leadership,Strategic Thinking & Decision Making,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-TAL-001,Skill Development Support,Leadership,Talent Development,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-TAL-002,Succession Awareness,Leadership,Talent Development,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-TAL-003,Coaching for Safety & Quality,Leadership,Talent Development,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-XFN-001,Cross-Functional Team Leadership,Leadership,Cross-Functional Leadership,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-XFN-002,Enterprise Mindset,Leadership,Cross-Functional Leadership,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LEAD-XFN-003,Conflict Navigation Across Teams,Leadership,Cross-Functional Leadership,Behavioral,adaptive,high,"general/behavioral capability (type=Behavioral, area=Leadership)",adaptive,
LSC-INV-001,Inventory Accuracy,Logistics & Supply Chain,Inventory Control,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-INV-002,Lot & Serial Tracking,Logistics & Supply Chain,Inventory Control,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-INV-003,Cycle Counting (Logistics),Logistics & Supply Chain,Inventory Control,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-PLAN-001,Demand Awareness,Logistics & Supply Chain,Planning & Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-PLAN-002,Lead Time Awareness,Logistics & Supply Chain,Planning & Coordination,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-PLAN-003,Cross-Functional Coordination (Logistics),Logistics & Supply Chain,Planning & Coordination,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Logistics & Supply Chain)",role_specific,REVIEW
LSC-PROC-001,Purchase Order Awareness,Logistics & Supply Chain,Procurement Support,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-PROC-002,Vendor Communication,Logistics & Supply Chain,Procurement Support,Behavioral,adaptive,medium,"general/behavioral capability (type=Behavioral, area=Logistics & Supply Chain)",role_specific,REVIEW
LSC-PROC-003,Material Quality Verification,Logistics & Supply Chain,Procurement Support,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Logistics & Supply Chain)",role_specific,
LSC-REC-001,Receiving Procedures,Logistics & Supply Chain,Receiving,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-REC-002,Bill of Lading Verification,Logistics & Supply Chain,Receiving,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-REC-003,Unloading Safety,Logistics & Supply Chain,Receiving,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
LSC-SAFE-001,Forklift Safety Awareness,Logistics & Supply Chain,Safety & Compliance,Safety,technical,medium,"equipment/hardware hands-on signal (area=Logistics & Supply Chain, kw=True)",role_specific,REVIEW
LSC-SAFE-002,Hazard Communication (Logistics),Logistics & Supply Chain,Safety & Compliance,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
LSC-SAFE-003,Chemical Handling (Logistics),Logistics & Supply Chain,Safety & Compliance,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
LSC-TRANS-001,Load Planning,Logistics & Supply Chain,Transportation,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-TRANS-004,Load Securement,Logistics & Supply Chain,Transportation,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
LSC-WH-001,Put‑Away Procedures,Logistics & Supply Chain,Warehousing,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-WH-002,Warehouse Organization,Logistics & Supply Chain,Warehousing,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-WH-003,Material Picking,Logistics & Supply Chain,Warehousing,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
LSC-WH-004,Palletizing & Staging,Logistics & Supply Chain,Warehousing,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Logistics & Supply Chain)",role_specific,
MFG-ASSY-001,Mechanical Assembly,Manufacturing,Assembly Operations,Technical,technical,high,"equipment/hardware hands-on signal (area=Manufacturing, kw=True)",role_specific,REVIEW
